Diện tích (m2),Số phòng ngủ,Số phòng tắm,Năm xây dựng,Vị trí (Mã vùng),Giá bán (VNĐ)
217,5,2,2019,55160,741707931
192,3,2,1956,55123,568323411
226,5,2,1963,55160,943982651
233,4,2,1960,55160,713278307
241,2,3,1961,55106,749716026
138,3,3,1954,55123,611956684
102,1,1,1954,55107,675745034
196,2,3,1969,55160,735899131
289,2,2,2003,55156,680634770
272,2,1,2004,55111,612699422
131,5,1,2007,55110,699104420
202,5,2,1979,55199,685781540
200,3,2,1973,55199,815116859
170,5,2,2022,55156,838365372
217,5,3,1952,55126,920758274
115,5,1,1997,55106,812056097
81,3,2,2020,55160,648335068
140,3,1,1971,55160,686692418
72,4,1,1963,55199,642989390
240,4,3,1997,55107,1003939910
229,4,1,1978,55156,769082242
269,4,2,1999,55109,654950719
144,2,2,1959,55107,527207662
55,2,1,2020,55126,630149802
106,4,1,1976,55126,466795436
166,4,3,1977,55106,549853857
49,1,2,1958,55123,597135123
240,2,2,2020,55156,773308843
269,1,1,1975,55156,514422580
68,1,1,1957,55123,479241724
297,5,1,1951,55123,898592550
236,3,2,2006,55106,600583136
296,2,1,2001,55160,665388493
183,4,3,2007,55160,731829559
71,4,3,1952,55123,744082281
40,3,1,1957,55199,503291298
127,2,3,2008,55111,514690365
259,4,3,1951,55107,1046965085
249,4,3,2011,55110,841415284
94,5,3,1998,55111,611050139
261,1,3,1969,55156,672047717
81,4,2,1978,55123,634271308
292,2,1,1966,55110,878953582
296,3,3,2023,55160,825473826
183,5,1,1971,55106,545007790
169,2,3,1955,55106,444113623
80,5,2,2011,55111,610061687
146,1,2,1980,55199,566846656
75,4,3,2011,55109,542860329
117,2,3,1961,55123,651421082
237,3,3,1961,55111,931359057
298,1,2,2012,55199,891020857
118,1,2,1965,55106,700469657
147,5,1,1974,55107,886694791
83,1,2,1971,55107,585885419
145,2,3,1967,55126,749459097
147,5,1,1994,55111,808756704
289,1,2,2017,55126,569248039
104,3,2,1961,55109,491493380
36,2,3,1998,55107,604521086
151,3,1,1982,55160,730630832
40,3,2,2012,55109,542404462
244,5,2,1967,55110,1037278627
57,4,3,2003,55199,430166412
264,5,1,1976,55109,928162128
55,2,1,1974,55199,305465081
83,2,1,1983,55199,642352961
58,5,1,2009,55126,741742679
193,4,3,2003,55199,874638691
299,5,2,1954,55109,692542168
64,2,2,1985,55199,289835681
237,4,1,2003,55160,748937163
267,2,1,1985,55160,816844498
122,4,1,2018,55156,478328305
202,4,2,1988,55199,616627049
108,5,2,2019,55160,732120541
139,5,1,1953,55109,471190372
246,5,3,2023,55107,923869802
135,4,2,2014,55199,466591168
76,4,2,1989,55106,481489339
210,2,1,1986,55199,754095310
93,3,3,2016,55109,502852973
275,5,1,1980,55123,816539191
273,2,1,1996,55111,631053230
116,2,3,1976,55126,374619183
246,1,3,2000,55106,504986587
36,5,3,1969,55109,714256707
239,2,2,1962,55111,549803927
198,1,1,2012,55111,609574908
167,5,2,1993,55106,647874488
259,4,3,1973,55106,1003291717
190,1,2,1952,55126,758033743
30,4,3,1959,55123,780594143
265,3,3,2014,55109,852576413
217,3,1,1998,55156,689871486
33,3,1,2007,55160,282821730
161,3,1,1951,55109,786221447
247,2,2,2015,55109,528775292
289,3,1,1980,55156,771154884
30,2,3,2017,55109,601973668
100,2,1,1986,55106,726360011
207,5,2,2022,55199,847288472
218,2,1,1973,55199,498218592
37,2,1,1993,55111,479137830
282,3,1,1990,55110,676460247
273,2,2,2023,55109,707348777
152,4,3,2000,55199,777903970
61,3,3,1991,55123,460521575
175,1,3,1989,55156,629161878
185,3,1,1997,55106,618276883
45,2,1,1953,55110,488032842
76,4,2,2009,55123,490261958
280,3,3,1988,55160,629692729
216,4,1,1954,55107,535010223
60,1,1,1955,55123,257602662
289,1,1,1963,55199,693941068
46,5,2,2019,55123,803886057
68,5,3,1961,55160,801109680
68,3,2,2011,55199,618095554
161,5,3,1976,55156,774356678
59,4,3,2003,55160,581465002
187,5,1,1961,55109,887056396
232,4,1,1957,55160,605685604
95,5,1,2023,55126,539382232
137,5,1,1965,55126,511747158
297,5,1,2001,55199,1032255218
251,2,3,1975,55110,576921504
47,2,1,1957,55126,624485316
119,5,1,1994,55107,871635999
210,4,2,1968,55111,947935453
284,3,2,1966,55199,958925022
282,1,3,2014,55123,507549452
286,2,3,1978,55123,693074601
116,5,2,1963,55199,732631684
119,1,2,1966,55199,558212950
266,2,1,1962,55126,702297277
99,3,1,2012,55109,674469312
73,4,3,1982,55156,830400393
229,5,2,1978,55123,616161201
181,3,3,1986,55156,542986394
115,2,1,1995,55123,317142005
48,5,3,1973,55106,887610951
130,1,3,1963,55107,749393779
124,4,3,1954,55126,804601535
283,2,1,2002,55123,824475969
59,4,3,1979,55126,517806832
278,5,1,2009,55160,873805598
62,3,2,2022,55199,640018377
258,4,3,1977,55106,949753844
41,1,3,1975,55156,653855887
147,2,1,1967,55106,389761470
184,1,3,1985,55107,437010050
275,4,1,1957,55106,881629538
276,3,3,1967,55126,814840929
58,3,2,2007,55160,629513428
190,1,2,1981,55106,779116323
264,5,2,1998,55123,921582143
219,5,3,1997,55106,998654431
146,3,3,2020,55106,506969077
287,1,2,2014,55123,463433681
209,1,2,1982,55107,481406561
201,1,1,1999,55160,358295543
288,4,1,1953,55110,738646501
164,5,2,1985,55107,723758146
200,5,2,1977,55111,646287540
239,4,3,1952,55110,994762370
265,2,2,1955,55126,497774106
215,4,1,1994,55123,903458945
124,1,1,1972,55123,386232770
40,4,1,1956,55199,459976557
97,1,1,2010,55106,501627829
239,3,1,2014,55109,666492980
225,1,1,1955,55110,480954725
127,5,2,1973,55107,830193383
122,4,1,1986,55199,469631826
51,1,1,1994,55111,270653380
201,2,1,2000,55123,506975748
163,3,1,1994,55109,573681613
54,2,2,2012,55106,477730650
214,2,3,1978,55107,900359600
114,2,3,1974,55111,476586175
84,3,3,1959,55107,691204079
280,3,3,1984,55126,611084600
173,3,1,2004,55160,533266215
196,3,3,1974,55109,716903714
253,2,3,1994,55109,805912084
249,5,2,1961,55126,629619382
208,5,2,1953,55107,584485207
148,3,2,2016,55126,632783096
294,4,1,1966,55107,983950886
179,1,1,2022,55156,422574782
244,4,1,2014,55123,780115953
226,4,2,2002,55126,877465367
71,4,3,2006,55110,697488999
82,5,2,1977,55111,751510506
280,1,1,1965,55110,672331388
152,4,2,1970,55110,611759725
295,3,3,1991,55109,839868785
58,5,1,2003,55156,808837068
64,3,3,1981,55160,529799781
35,3,3,1987,55156,379427628
140,4,1,2019,55110,760959545
106,3,3,1987,55199,499696042
176,1,2,2003,55109,496668838
96,3,3,2009,55156,394641281
37,4,3,1996,55110,626705534
151,3,3,1961,55123,589419620
204,5,2,2002,55160,651768079
208,5,3,1982,55199,790997117
114,5,3,1977,55160,831678294
74,2,2,1952,55106,475826265
165,5,1,1975,55156,730929423
45,5,1,2003,55106,528431578
224,2,1,1989,55111,495938750
38,5,3,2015,55106,721244526
44,4,1,2017,55126,524206568
131,5,2,1996,55156,560518301
255,5,3,1951,55106,970270079
142,2,3,1991,55107,398338528
30,4,3,1983,55199,757590559
295,3,1,1970,55126,730300616
237,1,1,1993,55111,710625629
139,4,1,1951,55199,499982759
229,3,3,2008,55107,917623630
41,4,2,1965,55110,383528826
217,3,3,1969,55109,881139439
183,3,2,1975,55109,688880669
200,4,3,1965,55156,666838481
163,2,2,2019,55109,678022779
54,4,3,1972,55126,795390147
47,4,3,1991,55123,602036479
219,3,2,1986,55107,895657077
170,1,2,2021,55156,340159695
72,3,2,1955,55126,541660246
175,5,2,1986,55107,883220106
121,4,2,1971,55199,564833909
208,4,2,1955,55123,818257210
85,2,2,1981,55199,457034647
184,3,2,1966,55107,610173397
189,2,3,1987,55109,664208614
140,4,2,1966,55110,648486647
166,3,2,1986,55106,769165326
261,3,3,1972,55160,827270320
249,5,3,1998,55107,931805321
97,5,1,2010,55109,448730203
278,1,1,1998,55160,796165923
35,5,2,2010,55126,802545909
123,3,2,1981,55106,436283984
298,5,1,2012,55156,685824611
226,1,1,1956,55123,629108565
54,4,2,1971,55123,740777686
177,5,1,1955,55106,592608924
147,3,2,2010,55110,742704085
95,4,3,1963,55156,621529059
204,3,3,1965,55156,585450603
105,4,1,1952,55107,765843036
143,3,3,1958,55156,629651702
140,5,3,1996,55199,879849513
278,5,3,1991,55156,736180127
232,1,3,1991,55126,750496013
176,4,2,1972,55111,644765585
64,1,2,1952,55109,637494821
55,2,1,1950,55110,498987300
267,5,3,2016,55199,1024371553
43,4,3,2020,55123,764554040
74,1,3,1952,55106,462986924
245,1,1,1998,55123,543442198
262,2,2,2016,55111,525122975
222,1,3,2004,55106,800523885
80,3,2,1953,55160,736677698
243,5,1,1980,55126,699289086
180,1,2,2015,55160,472865462
105,1,3,2013,55123,724411882
249,2,2,1980,55106,836290362
216,3,2,2012,55199,645927445
57,1,1,2015,55199,599329302
209,5,1,1980,55111,922295171
282,5,1,1996,55123,947403132
155,1,1,1971,55156,403404703
206,3,2,2023,55126,573133817
66,5,2,1995,55123,661133596
128,5,1,2007,55106,529806503
127,3,1,2010,55123,548075687
156,3,3,1995,55106,692571510
197,1,3,1950,55109,391260012
109,4,1,1974,55156,584838838
155,2,2,2010,55106,564835308
179,4,1,1963,55126,863887671
45,4,2,1994,55156,779956176
57,5,2,1988,55111,535238565
202,3,3,2015,55111,659814529
75,5,1,1981,55156,590146256
265,2,1,2007,55109,819952793
243,1,2,2005,55126,825438774
114,2,1,1955,55107,588401957
261,5,3,2016,55107,841087076
114,5,3,1999,55111,681323326
94,5,1,1987,55107,475839236
163,5,1,1952,55199,626352728
180,4,3,1954,55110,538617467
144,1,1,1973,55107,374115931
93,4,2,2003,55107,475528149
187,5,1,1983,55126,856798108
106,3,2,1988,55123,767689534
175,4,1,1997,55110,546057698
254,5,1,1998,55109,899933494
132,5,3,1983,55109,700092159
117,1,2,1956,55126,570585427
197,2,3,1967,55110,865559108
199,4,1,2019,55126,590214758
164,4,3,1983,55160,708886846
79,4,1,2000,55107,429889707
163,5,1,2017,55111,525900326
166,1,1,1963,55156,605858494
274,5,2,2018,55126,714158537
138,5,2,1957,55109,502525991
50,3,2,1964,55109,685667344
119,1,3,2008,55199,639014286
141,4,1,1960,55111,451025211
106,2,3,1969,55199,703395912
206,4,3,2004,55123,584862495
177,5,1,1985,55110,624586174
130,1,3,1963,55106,644054986
275,1,1,2007,55110,588940795
146,1,1,1987,55106,715051212
121,3,1,1950,55110,388986001
57,4,1,2014,55126,501769520
54,3,3,1950,55111,738968119
87,2,3,2009,55126,651407944
163,5,3,1974,55107,857046185
278,3,2,1959,55160,783868100
67,3,3,1999,55123,517542397
104,5,3,1961,55106,714172479
171,1,2,1981,55160,360721578
197,5,1,1982,55106,556799701
288,4,1,2021,55156,615478303
254,5,1,1975,55109,702192302
181,1,2,1991,55123,532723265
48,5,3,1999,55160,438406138
175,3,3,2010,55106,723867284
270,2,3,1990,55106,882766683
266,3,3,2006,55123,883470003
64,2,2,1951,55160,634559319
219,5,3,2019,55106,718112535
30,4,1,1980,55123,493505956
182,5,2,1972,55199,641589146
155,1,2,2003,55160,425936217
255,5,1,1977,55109,704678389
250,2,1,1968,55126,704459388
240,3,3,1997,55106,857440924
54,4,1,1951,55110,642971491
45,5,2,1960,55110,649474953
211,5,2,1993,55110,618333147
158,3,2,2008,55111,778710714
71,4,3,2008,55156,767359922
265,5,3,1987,55109,992305748
63,5,1,1974,55111,576643641
74,2,3,1970,55126,754440841
163,2,3,1991,55126,820745539
50,1,2,1985,55160,273790581
151,3,2,1958,55107,552043773
99,4,1,1961,55123,404892227
77,5,2,1959,55126,880934590
68,5,3,2008,55106,650123653
39,1,1,1954,55106,375231257
59,5,1,1982,55123,439773223
273,3,2,2018,55111,741983887
117,1,2,2012,55123,331595143
273,3,2,1978,55110,785198875
44,1,1,1967,55110,515432847
33,5,2,1955,55106,711789157
220,1,3,2002,55110,670892336
197,2,1,1981,55199,598832512
38,4,2,1991,55110,682884733
138,5,3,1996,55110,674596946
166,4,3,1980,55156,836427825
183,5,2,2011,55126,984856016
238,4,3,2005,55199,884813296
172,2,1,1960,55123,519769755
128,4,1,1975,55199,729239947
98,1,3,1976,55109,701508166
276,4,1,2006,55126,840004606
290,5,2,1976,55107,780537927
108,3,3,2008,55107,592587266
175,4,1,2011,55160,785207792
140,4,2,1969,55109,488925703
287,4,2,1952,55110,907321471
122,5,1,1965,55199,634669531
42,4,3,1993,55156,793718330
289,5,2,1979,55111,799619549
138,5,2,1989,55109,892215455
218,3,2,2014,55126,520468042
124,1,2,1978,55110,401432083
134,5,3,1979,55107,760174065
37,2,1,1981,55126,546720847
96,4,1,1959,55160,450793368
220,2,1,2000,55107,658603180
285,4,2,1957,55156,915978568
38,3,3,2000,55107,498466482
146,5,1,1985,55111,652840252
296,1,3,2004,55107,740238192
128,5,1,1984,55160,471718439
193,4,2,1985,55199,673148967
170,1,1,2005,55160,474642492
297,5,2,1985,55106,841787650
66,1,2,2010,55160,463055743
103,4,1,2011,55199,632703375
102,3,3,1974,55156,591896651
228,3,2,2013,55107,805953204
159,5,3,2009,55126,648207299
275,2,1,2006,55110,620468822
89,4,2,2019,55123,668878426
132,5,3,2001,55111,927997926
180,5,2,2005,55106,796816362
186,3,1,2012,55160,836563703
235,1,2,2017,55199,781353868
208,4,1,1969,55123,561693610
226,1,3,2003,55199,538227364
252,4,2,1950,55110,856291943
118,2,3,1959,55126,770606676
265,3,1,1972,55106,914375004
212,2,1,2000,55106,471352573
238,5,3,1973,55123,765844892
159,3,3,1962,55156,482513136
182,5,1,1978,55106,917883978
42,2,3,2007,55156,418534450
151,4,1,1992,55111,706121329
249,5,3,1959,55199,786924763
135,1,1,1980,55107,337059721
99,4,1,2023,55110,657119044
224,4,2,1963,55109,703604732
215,2,1,1983,55160,798122487
128,2,1,1966,55160,503090239
111,3,2,1970,55160,703804472
104,3,2,2016,55123,473952344
221,1,3,2007,55109,564030880
243,4,3,1957,55126,869067728
173,1,1,1987,55107,728992664
245,1,3,1975,55123,851917344
44,2,3,2013,55160,521423926
246,1,1,1979,55160,507400840
64,1,2,1958,55156,519964888
212,5,2,1981,55126,705275843
299,3,1,1960,55199,567389960
129,3,1,1983,55160,455358765
36,4,1,1967,55199,474288590
59,3,1,1968,55109,327454799
173,4,1,2003,55199,898680015
140,5,1,1986,55106,610858892
261,3,3,1961,55111,781390349
208,5,3,1953,55109,999182933
101,3,3,1992,55110,707123476
239,3,2,1976,55107,946212478
249,5,1,2000,55107,763197238
109,1,1,1954,55111,633825128
112,1,3,1955,55111,583708212
71,1,2,2005,55110,532820739
220,1,3,2017,55123,578121161
202,3,1,1993,55126,592287586
36,2,1,1964,55109,638296948
184,5,3,1991,55123,920654344
39,2,3,1960,55156,694933618
63,2,1,2022,55109,248593489
65,4,3,1960,55160,820464841
35,1,1,2015,55111,461599508
244,3,3,1976,55126,754765042
163,1,2,2007,55123,377030901
155,1,1,2021,55110,456031630
203,2,2,1970,55156,453697614
181,4,3,1970,55106,657810378
55,1,2,2021,55109,641969511
144,5,3,1950,55126,948163061
104,5,2,2007,55109,763762031
195,1,2,1962,55110,648614697
218,2,2,2022,55199,592678760
107,2,1,1955,55110,632443630
119,3,2,2007,55160,629223221
205,4,3,1966,55123,932856253
50,2,3,2022,55126,671783780
83,3,1,1961,55111,757651667
213,5,1,2001,55111,672455969
251,5,3,2019,55111,892873429
208,5,2,2022,55126,741986607
141,1,3,2001,55156,742039999
253,4,1,1986,55156,775268175
243,3,1,1952,55109,682404096
88,4,3,1957,55106,535481810
138,1,2,1959,55126,412470164
186,3,2,1996,55123,514457532
220,3,1,1990,55110,702101558
229,2,3,2013,55156,558889303
225,4,3,1991,55109,952583510
64,4,1,1992,55199,361381718
275,2,3,1958,55199,663109706
266,5,1,1963,55107,920129710
133,1,2,1953,55160,347821121
36,4,2,1951,55106,534794053
30,2,3,1950,55160,532944820
248,3,2,2024,55106,836024714
259,2,2,2014,55109,750913614
201,5,1,1995,55107,758834056
116,1,1,2008,55107,405379851
70,5,3,2024,55109,574030458
152,3,1,1956,55160,583472675
207,3,3,2015,55126,555620438
92,3,3,1964,55106,420855578
194,3,1,2021,55106,748127831
216,2,2,1996,55156,753668917
238,3,2,1989,55107,682298338
256,3,2,1991,55126,527031834
77,2,2,2000,55109,594158548
253,3,3,1984,55199,803325936
32,5,2,1990,55126,807572157
204,5,3,2006,55111,813050027
128,4,1,1987,55199,446982635
145,5,1,2021,55126,779024875
299,1,3,1957,55107,904169530
282,1,2,2023,55199,888528127
124,1,3,2012,55111,488492641
53,2,2,1953,55156,376515196
145,5,2,1997,55107,910513897
180,1,3,2001,55126,774706582
79,4,3,1987,55126,468070792
235,2,2,1954,55123,746960576
108,4,3,2019,55107,719788668
99,5,2,1973,55109,887563235
56,3,3,1966,55123,774846607
79,4,1,1975,55111,652614424
276,3,2,1952,55126,791846673
293,2,1,1951,55160,738559521
108,4,3,1951,55107,511622594
219,4,1,1971,55126,616806611
76,2,3,2020,55160,603107789
218,2,2,1953,55110,552746781
285,1,3,1987,55109,814108394
251,5,3,2019,55123,1077966257
270,4,2,2022,55160,938894198
298,4,3,2001,55107,673156788
30,2,2,1980,55123,349814343
63,2,3,1975,55110,660126989
108,5,2,1985,55106,591405129
265,2,1,1975,55111,495211143
127,3,3,1977,55156,613382662
111,3,3,1954,55111,456412492
221,3,3,2023,55106,555114649
282,3,2,1967,55111,878138493
67,5,3,1964,55126,710311519
43,4,2,2006,55111,367095186
238,3,3,1954,55160,721243255
118,2,1,1986,55109,336630197
85,3,3,1971,55110,576529857
123,5,1,2001,55110,488896949
122,2,2,1964,55110,679260452
114,3,1,1966,55123,491280742
274,4,3,2000,55107,903514865
51,2,3,1994,55156,508365920
151,2,2,2012,55110,570600768
157,4,3,1977,55109,901783231
142,2,3,2008,55111,545423590
159,3,2,1970,55109,478518608
161,2,2,1991,55106,625490680
114,3,1,2018,55106,738869317
110,4,2,1966,55160,864757939
98,1,3,2017,55126,497482283
177,4,2,1956,55106,596337299
45,3,3,1989,55110,724832366
134,5,1,1989,55156,625016460
194,4,2,1992,55111,934074955
230,5,3,2022,55160,937491357
226,5,2,2000,55199,724027329
214,3,2,2022,55156,701453236
294,3,2,1972,55199,929027217
129,1,2,1981,55199,700963675
243,2,1,1980,55123,574101315
191,4,3,1966,55199,725128937
186,3,2,2007,55199,597550954
280,4,3,1984,55199,790649469
126,5,1,1979,55106,711930228
47,2,3,2013,55160,708582981
126,1,3,2002,55106,755956069
30,4,1,2000,55109,406414344
245,2,2,1986,55111,887240019
161,1,3,1955,55107,785284012
289,4,3,1983,55106,898659357
154,2,2,2005,55126,383288292
111,3,2,1974,55106,597342693
200,4,3,1962,55123,582663363
88,2,1,2012,55126,691390181
61,1,2,2015,55110,636659313
190,2,2,1954,55160,741278523
135,3,1,2024,55107,497396940
134,4,3,1960,55123,576588534
257,4,2,1993,55106,859634461
217,4,3,2018,55156,913621225
99,3,3,1951,55109,612676739
116,1,3,1989,55107,607635742
85,4,1,1986,55109,520228398
142,1,3,1998,55110,587318411
42,2,3,2024,55160,331525055
47,1,2,1985,55109,397115662
211,1,2,2024,55156,463384444
142,4,1,2022,55111,753274488
258,5,1,2019,55123,752129305
200,5,2,1983,55126,826490556
218,3,2,2007,55156,653205003
108,3,1,1986,55156,576420985
175,5,3,2009,55111,850364629
211,2,1,1961,55126,395240564
279,4,3,1981,55109,806050004
225,4,2,1953,55110,810175074
100,2,2,1982,55110,411365318
277,2,2,1992,55199,828610650
175,5,3,1958,55111,592449147
135,3,1,2000,55111,651454626
292,2,3,1969,55199,559685422
99,3,1,1988,55126,690521345
222,1,1,1972,55107,555791583
97,4,1,1990,55110,691374423
81,5,2,1993,55111,582777875
38,4,1,1984,55109,414007177
280,5,2,1972,55123,957048183
213,1,1,2007,55107,710614103
208,4,1,1997,55107,773454167
227,1,2,2007,55111,608253223
157,5,2,2006,55107,533433135
49,2,3,1988,55109,341886651
94,4,1,1977,55111,470018104
211,1,2,2013,55111,805492839
270,4,3,2011,55199,648155786
53,4,3,2011,55107,823318297
112,4,2,1975,55109,809828224
214,3,1,2000,55106,696342173
128,1,3,1999,55199,687923060
91,1,1,1985,55109,601375210
51,4,1,1975,55199,749419537
241,2,3,1982,55106,790207833
155,4,2,2017,55123,514305140
71,3,1,2022,55107,671761852
127,5,2,1957,55110,640755822
60,3,3,2015,55199,452829832
187,2,1,1972,55160,787089216
141,4,2,2019,55110,746914182
276,1,2,2004,55106,624886783
151,4,1,1992,55199,542234731
236,2,2,1970,55109,876591546
139,1,2,1971,55123,685035817
85,3,3,1958,55110,521933372
86,5,3,1983,55106,742625061
143,5,2,2008,55160,865770826
227,4,2,1975,55111,768800562
208,3,1,1950,55107,740199704
248,2,3,1954,55123,791671772
45,5,1,1990,55156,467591570
90,3,2,2012,55160,722945617
